Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion
39,78104,No,News & Content,316,3,Reporter,4,No,3,2.4,1,Hybrid,1.6
26,34000,No,Finance,317,3,Accountant,4,No,3,0.6,3,On-site,0.6
39,44089,Yes,Sales,318,2,Sales Manager,4,No,3,1.4,2,Hybrid,0.1
47,79139,No,Sales,319,4,Sales Coordinator,2,Yes,4,3.9,3,On-site,1.8
33,85677,Yes,Sales,320,3,Sales Coordinator,2,Yes,3,2.1,3,Remote,0.8
39,69232,No,News & Content,321,4,Reporter,4,No,3,0.6,2,Hybrid,0.1
39,86798,Yes,News & Content,322,4,Producer,2,Yes,3,0.7,1,Hybrid,0.7
35,64590,No,Sales,323,4,Sales Manager,4,Yes,3,2.8,4,On-site,1.3
38,85063,No,Sales,324,4,Sales Coordinator,3,No,3,4.5,3,Hybrid,0.5
52,87518,No,Sales,325,3,Account Executive,2,No,3,3.3,1,On-site,0.4
36,62371,Yes,News & Content,326,3,Photojournalist,2,Yes,3,13.7,1,Remote,1.8
39,34571,No,Sales,327,4,Sales Manager,1,No,3,4.7,4,On-site,0.2
27,102957,Yes,Sales,328,4,Account Executive,1,No,3,0.3,1,On-site,0.3
34,70202,No,News & Content,329,1,Producer,2,No,3,1.8,4,On-site,1.8
35,45828,No,Sales,330,4,Sales Coordinator,2,No,4,1.0,3,On-site,1.0
32,34000,Yes,News & Content,331,2,Photojournalist,4,No,3,2.4,4,Hybrid,2.4
42,80571,No,Engineering,332,3,Broadcast Engineer,3,No,3,14.2,3,Hybrid,0.1
32,39131,No,Finance,333,3,Finance Manager,3,No,3,5.0,3,Hybrid,1.9
53,66862,No,Sales,334,3,Sales Coordinator,1,No,3,7.9,3,Hybrid,1.2
34,54866,No,Sales,335,3,Account Executive,3,Yes,3,2.4,2,Hybrid,1.5
34,47098,Yes,Finance,336,2,Finance Manager,1,No,3,3.8,3,Hybrid,1.5
35,108735,No,News & Content,337,3,Photojournalist,4,No,3,6.2,2,On-site,0.5
51,34000,Yes,News & Content,338,3,Producer,2,Yes,3,0.4,4,Hybrid,0.4
61,34000,No,Finance,339,4,Finance Manager,4,No,4,4.9,4,On-site,0.7
35,34000,No,Sales,340,1,Sales Coordinator,4,No,3,10.5,3,Hybrid,5.9
48,52384,No,Sales,341,4,Account Executive,4,Yes,3,6.5,3,Hybrid,2.5
23,100976,No,News & Content,342,1,Reporter,3,No,4,1.0,3,Hybrid,1.0
34,82361,No,News & Content,343,2,Editor,3,No,3,14.0,1,On-site,0.3
40,52381,No,News & Content,344,1,Photojournalist,4,No,3,9.2,4,On-site,0.1
47,54774,No,Sales,345,4,Sales Manager,1,No,3,8.9,3,Remote,3.1
33,78452,No,Sales,346,3,Account Executive,3,No,3,4.1,2,On-site,4.1
39,106418,No,Sales,347,3,Sales Coordinator,4,No,4,0.9,3,Hybrid,0.9
48,80792,Yes,News & Content,348,2,Producer,2,No,3,1.6,1,Hybrid,1.6
47,51569,No,News & Content,349,1,Photojournalist,1,No,3,2.2,3,On-site,1.0
47,53209,No,Engineering,350,3,IT Support,3,No,3,0.6,3,On-site,0.6
42,101953,No,Engineering,351,2,Broadcast Engineer,3,No,3,2.4,4,Remote,0.9
36,103674,No,News & Content,352,3,Producer,1,No,3,3.8,3,Hybrid,3.8
36,92731,No,Engineering,353,3,IT Support,3,No,3,0.6,3,On-site,0.6
33,98899,No,Engineering,354,4,Broadcast Engineer,4,Yes,2,6.0,3,Hybrid,1.7
40,72493,Yes,News & Content,355,4,Reporter,1,Yes,3,8.8,3,Hybrid,1.1
33,75236,No,Sales,356,3,Account Executive,2,Yes,3,13.0,1,Remote,1.0
30,63264,No,Engineering,357,2,IT Support,1,No,3,10.0,2,On-site,0.4
41,119875,No,Sales,358,3,Sales Coordinator,1,Yes,4,6.4,3,Hybrid,0.3
36,77938,No,Sales,359,3,Sales Coordinator,2,No,3,1.5,3,On-site,0.4
21,76575,No,Engineering,360,3,Broadcast Engineer,1,Yes,4,1.0,3,Remote,0.7
34,38847,No,News & Content,361,4,News Director,2,No,3,13.3,2,On-site,1.1
42,92141,No,Sales,362,4,Account Executive,4,No,4,3.4,4,Hybrid,2.4
33,105089,Yes,Engineering,363,2,Systems Engineer,2,No,3,0.6,2,On-site,0.6
43,81324,No,News & Content,364,2,Reporter,3,Yes,4,2.9,3,Hybrid,1.9
30,66529,Yes,News & Content,365,1,Photojournalist,2,Yes,3,0.7,4,On-site,0.7
54,58833,No,Engineering,366,2,Systems Engineer,4,No,4,3.4,3,Hybrid,0.9
36,62314,No,News & Content,367,4,Editor,2,No,3,3.1,1,Hybrid,2.6
42,91400,No,Finance,368,3,Finance Manager,2,No,4,3.8,4,Hybrid,3.5
34,70834,No,Human Resources,369,3,HR Manager,3,No,3,0.3,3,On-site,0.3
28,47243,No,News & Content,370,3,Producer,4,Yes,3,3.0,3,On-site,1.3
37,69132,No,Sales,371,2,Sales Manager,3,No,3,1.8,4,Hybrid,1.8
48,62215,No,News & Content,372,3,News Director,4,No,3,4.7,3,Hybrid,4.2
34,82060,No,Sales,373,4,Sales Coordinator,2,No,3,2.5,3,On-site,0.5
21,73380,Yes,Engineering,374,1,Broadcast Engineer,2,Yes,3,1.0,4,Hybrid,0.8
48,100331,No,News & Content,375,2,Photojournalist,3,No,3,10.3,2,Hybrid,0.4
31,95414,No,Sales,376,3,Sales Manager,3,No,3,7.5,4,On-site,3.6
21,72796,No,Engineering,377,3,IT Support,1,No,3,1.0,3,Hybrid,0.0
37,69200,No,Finance,378,1,Accountant,3,No,3,4.3,2,Hybrid,0.6
28,77563,Yes,Engineering,379,4,Systems Engineer,1,Yes,4,0.2,2,On-site,0.2
37,36071,No,News & Content,380,4,Reporter,3,No,4,1.9,2,Hybrid,1.9
27,99865,No,News & Content,381,3,Photojournalist,3,No,4,4.5,4,On-site,0.8
37,74329,No,News & Content,382,4,Photojournalist,1,No,4,1.7,4,Hybrid,1.7
39,91873,No,Sales,383,4,Sales Coordinator,3,No,4,0.6,3,Hybrid,0.6
30,34000,No,Sales,384,2,Sales Coordinator,3,Yes,4,5.0,3,Remote,2.6
34,63442,Yes,News & Content,385,3,Photojournalist,4,Yes,3,1.0,3,Hybrid,0.1
38,76677,No,News & Content,386,4,Editor,3,No,3,0.6,2,Remote,0.6
30,42180,Yes,Sales,387,2,Account Executive,2,No,3,2.3,4,On-site,0.1
24,104088,No,News & Content,388,3,Photojournalist,3,No,2,0.9,3,On-site,0.6
40,101573,Yes,News & Content,389,2,Reporter,1,Yes,3,5.0,4,On-site,0.7
52,96956,No,Human Resources,390,3,HR Manager,4,No,3,2.5,4,On-site,1.3
45,83519,No,Finance,391,1,Accountant,3,No,3,25.0,1,On-site,4.6
21,45364,Yes,News & Content,392,2,Photojournalist,1,No,3,1.0,4,On-site,0.6
37,66270,No,Finance,393,3,Financial Analyst,1,No,3,1.8,2,On-site,1.8
41,58594,No,Engineering,394,3,Broadcast Engineer,3,Yes,2,0.1,3,Hybrid,0.1
38,34000,No,Engineering,395,3,Broadcast Engineer,4,Yes,2,10.8,4,Hybrid,5.9
43,75094,Yes,News & Content,396,2,Producer,1,No,3,1.5,3,On-site,0.7
29,36596,No,News & Content,397,4,Editor,3,No,4,7.1,3,Hybrid,2.1
33,127673,Yes,News & Content,398,2,Editor,3,No,3,5.9,4,On-site,1.5
40,72239,No,News & Content,399,4,Photojournalist,3,No,3,4.3,2,Hybrid,0.9
37,46787,Yes,News & Content,400,2,Editor,4,Yes,3,1.9,2,Hybrid,0.4
46,81941,No,Sales,401,4,Sales Manager,3,No,3,1.3,3,Hybrid,0.3
41,93266,No,News & Content,402,3,Reporter,4,No,3,1.3,3,Hybrid,1.3
22,37809,No,Sales,403,2,Sales Coordinator,3,No,3,1.7,2,On-site,1.7
38,62083,No,Sales,404,1,Sales Manager,3,No,3,0.1,3,Hybrid,0.1
23,66162,No,Engineering,405,1,Broadcast Engineer,4,No,3,0.6,2,On-site,0.6
30,72125,No,Sales,406,4,Account Executive,1,No,3,5.8,4,Hybrid,1.3
29,68020,No,News & Content,407,3,News Director,1,Yes,4,6.2,2,Hybrid,2.2
32,55325,No,Engineering,408,4,Systems Engineer,3,No,3,1.6,3,Hybrid,0.6
24,34000,Yes,Finance,409,2,Financial Analyst,1,No,3,3.8,3,Hybrid,0.4
37,72488,Yes,News & Content,410,2,Photojournalist,2,Yes,4,1.7,3,Hybrid,1.7
44,63605,No,Sales,411,1,Sales Manager,3,No,3,4.5,3,On-site,0.7
49,77361,No,News & Content,412,3,Reporter,3,No,3,2.5,3,On-site,2.5
33,54728,No,Human Resources,413,3,HR Generalist,4,No,3,2.2,4,On-site,0.3
50,118399,No,Finance,414,1,Finance Manager,4,No,2,7.0,2,On-site,0.9
29,81760,No,News & Content,415,4,Editor,4,Yes,4,4.7,3,Hybrid,1.0
37,90892,No,News & Content,416,4,News Director,2,No,3,6.9,4,Hybrid,3.7
30,61513,No,News & Content,417,3,Reporter,1,No,3,4.8,4,On-site,1.3
43,66956,No,Sales,418,3,Sales Coordinator,3,Yes,2,0.7,3,Hybrid,0.7
43,34000,Yes,News & Content,419,3,Reporter,4,Yes,2,0.4,2,Hybrid,0.4
32,70254,No,Engineering,420,4,Broadcast Engineer,2,No,3,3.5,3,On-site,3.5
46,83695,No,News & Content,421,2,Reporter,3,No,3,14.8,2,Hybrid,1.9
43,69251,No,Sales,422,3,Account Executive,1,No,3,3.1,1,Hybrid,0.5
42,55818,No,Sales,423,2,Account Executive,4,Yes,3,3.1,3,Hybrid,0.4
48,67557,Yes,News & Content,424,4,Editor,2,No,3,0.8,2,On-site,0.5
39,82648,Yes,News & Content,425,2,Photojournalist,2,Yes,3,1.6,1,Hybrid,0.2
43,63032,Yes,Sales,426,2,Account Executive,2,Yes,3,0.8,1,On-site,0.2
43,47402,No,News & Content,427,4,Editor,4,Yes,3,5.0,3,Hybrid,3.5
45,82365,Yes,News & Content,428,1,News Director,2,No,3,1.7,2,On-site,1.7
26,101440,No,Human Resources,429,4,HR Generalist,1,No,3,2.8,4,On-site,2.8
39,67719,No,Sales,430,2,Account Executive,4,No,4,7.4,1,On-site,2.2
32,63622,No,Sales,431,3,Account Executive,4,No,3,1.4,1,On-site,1.4
46,96514,Yes,Sales,432,2,Account Executive,2,Yes,4,4.8,3,On-site,2.1
36,54898,No,Human Resources,433,3,HR Manager,4,No,3,3.4,4,Remote,3.4
23,63555,Yes,News & Content,434,2,Reporter,3,No,3,0.8,3,Remote,0.4
52,57653,Yes,Finance,435,1,Finance Manager,1,No,2,0.7,3,On-site,0.7
55,39657,No,Human Resources,436,3,HR Generalist,3,No,3,18.1,1,On-site,2.0
23,70342,No,News & Content,437,4,Producer,3,No,4,3.0,3,Hybrid,1.8
34,34000,Yes,News & Content,438,2,News Director,4,No,3,1.0,4,On-site,1.0
37,93327,Yes,News & Content,439,1,Reporter,2,No,4,0.9,3,On-site,0.9
37,46139,Yes,Engineering,440,2,IT Support,4,Yes,3,1.5,3,Hybrid,1.5
38,45501,Yes,News & Content,441,2,Reporter,3,No,4,0.1,3,Hybrid,0.1
44,63765,No,Sales,442,4,Sales Coordinator,2,Yes,3,1.9,3,On-site,1.9
38,40125,Yes,Engineering,443,3,Broadcast Engineer,1,No,3,0.2,3,On-site,0.2
38,138874,No,Sales,444,1,Account Executive,3,Yes,2,13.7,4,Hybrid,0.3
21,101527,No,Finance,445,4,Finance Manager,4,No,3,1.0,4,On-site,0.3
32,41646,No,News & Content,446,3,Photojournalist,4,No,3,9.3,1,Hybrid,0.6
44,48661,No,Finance,447,3,Finance Manager,3,No,2,9.1,4,Remote,0.8
39,72862,No,Sales,448,4,Account Executive,4,Yes,3,0.5,3,Hybrid,0.5
40,100649,No,Engineering,449,2,Systems Engineer,3,No,3,0.6,3,Hybrid,0.2
45,109415,No,Finance,450,4,Accountant,2,Yes,3,3.4,3,Remote,1.8
45,53781,No,Human Resources,451,1,HR Generalist,2,No,3,3.0,2,Hybrid,0.8
21,38470,Yes,News & Content,452,2,News Director,2,No,2,1.0,3,Hybrid,1.0
48,45078,No,Sales,453,3,Sales Manager,4,No,3,13.1,3,Hybrid,2.5
35,58911,No,News & Content,454,3,Producer,1,No,3,3.3,4,Remote,0.1
34,76068,No,News & Content,455,4,Editor,1,No,3,0.5,4,On-site,0.5
23,99384,No,Human Resources,456,3,HR Manager,3,No,3,1.0,2,Remote,1.0
32,85422,No,Human Resources,457,3,HR Generalist,3,No,2,3.2,4,On-site,1.7
47,87371,No,Sales,458,3,Sales Manager,1,No,3,3.1,2,Hybrid,2.3
38,107198,No,Sales,459,2,Account Executive,3,No,3,3.4,2,On-site,2.0
44,99825,Yes,News & Content,460,4,Editor,4,Yes,4,0.7,3,On-site,0.6
45,67129,No,Sales,461,4,Sales Coordinator,1,No,2,4.7,2,Hybrid,1.1
28,76243,No,News & Content,462,1,Photojournalist,3,No,3,0.5,4,On-site,0.5
32,109107,No,Sales,463,3,Account Executive,4,No,3,3.9,2,Hybrid,3.9
41,75384,No,Human Resources,464,2,HR Manager,4,Yes,2,0.8,3,Remote,0.8
37,100731,Yes,News & Content,465,3,Producer,2,Yes,3,3.3,4,Remote,3.3
42,120947,Yes,News & Content,466,3,Photojournalist,2,Yes,3,3.6,4,Hybrid,3.6
26,67138,No,Human Resources,467,1,HR Generalist,3,No,3,0.5,2,Remote,0.5
48,63755,No,News & Content,468,4,Reporter,3,No,3,1.7,3,Hybrid,1.0
37,100036,No,Engineering,469,3,Broadcast Engineer,2,No,2,5.9,2,Hybrid,0.8
51,47431,No,Sales,470,1,Sales Coordinator,1,No,3,0.4,3,Hybrid,0.4
21,62757,No,Sales,471,3,Sales Manager,3,No,3,1.0,4,Remote,0.2
45,94045,No,Sales,472,3,Sales Coordinator,4,No,2,0.2,3,Hybrid,0.2
24,92324,No,Sales,473,3,Account Executive,3,No,3,4.0,1,Hybrid,2.1
58,92040,Yes,Human Resources,474,2,HR Generalist,1,No,3,7.9,3,On-site,1.8
46,110602,No,News & Content,475,3,Producer,3,No,3,0.7,4,Hybrid,0.7
51,70209,No,Finance,476,4,Finance Manager,2,Yes,3,3.3,2,On-site,0.5
46,90277,No,Engineering,477,2,Broadcast Engineer,4,No,3,1.4,3,On-site,0.2
53,73156,No,Sales,478,3,Sales Coordinator,4,Yes,3,12.8,3,On-site,0.3
26,88028,No,Sales,479,3,Sales Coordinator,4,No,2,0.7,3,On-site,0.7
32,92655,No,News & Content,480,3,Producer,4,No,3,5.7,4,Hybrid,1.5
35,34000,No,News & Content,481,3,Editor,3,No,3,7.2,4,Hybrid,1.7
51,63208,Yes,News & Content,482,1,Reporter,2,Yes,3,3.1,3,Remote,1.1
31,89090,Yes,News & Content,483,1,Reporter,3,No,4,0.4,1,Hybrid,0.4
39,34000,No,Engineering,484,4,Systems Engineer,4,Yes,3,7.2,4,Hybrid,0.6
40,84540,No,Sales,485,3,Account Executive,1,Yes,3,6.0,4,On-site,0.3
37,70901,No,Human Resources,486,3,HR Manager,1,Yes,3,0.9,3,Hybrid,0.9
42,34000,Yes,News & Content,487,4,News Director,2,No,3,0.1,3,On-site,0.1
38,34000,Yes,News & Content,488,3,Producer,2,No,3,6.2,4,Remote,0.1
40,54590,No,News & Content,489,1,Editor,3,No,3,2.4,2,On-site,1.3
44,80475,No,Sales,490,3,Sales Manager,3,Yes,3,0.1,4,On-site,0.1
32,75969,No,Engineering,491,3,IT Support,3,No,3,5.0,3,Hybrid,0.5
44,88805,No,Engineering,492,3,Systems Engineer,3,Yes,3,0.8,3,Hybrid,0.8
36,48411,No,News & Content,493,3,Photojournalist,4,No,4,6.4,4,Remote,1.2
42,34000,No,Sales,494,3,Sales Manager,3,Yes,3,2.6,2,On-site,2.6
42,80088,No,Engineering,495,4,Broadcast Engineer,2,Yes,3,6.4,2,On-site,0.9
47,88082,No,Sales,496,1,Sales Manager,4,No,3,0.2,3,Hybrid,0.2
31,90453,No,Sales,497,3,Sales Manager,4,No,3,5.1,4,On-site,1.0
42,82340,Yes,News & Content,498,2,Producer,2,No,3,2.3,2,On-site,1.5
29,67245,Yes,Sales,499,2,Sales Coordinator,2,Yes,3,2.6,4,Hybrid,2.6
31,67359,No,Sales,500,3,Account Executive,1,No,3,8.8,2,Remote,2.7
45,90575,No,News & Content,501,4,Producer,4,No,4,4.6,4,Hybrid,3.0
27,79172,Yes,News & Content,502,2,News Director,4,Yes,3,2.7,2,Hybrid,0.4
62,84222,No,Finance,503,3,Accountant,2,Yes,3,1.4,4,On-site,1.4
40,103821,No,News & Content,504,4,Photojournalist,4,No,4,3.1,4,On-site,1.8
26,96274,Yes,News & Content,505,2,Producer,4,Yes,3,1.3,2,On-site,1.3
39,37217,No,Engineering,506,1,Broadcast Engineer,4,No,3,2.5,1,On-site,1.4
50,83079,No,Finance,507,4,Financial Analyst,4,Yes,3,7.2,4,On-site,0.1
48,60800,No,News & Content,508,2,Reporter,3,No,3,10.6,4,On-site,0.4
33,96653,No,Finance,509,4,Finance Manager,3,No,3,3.2,3,On-site,2.6
38,34000,No,Finance,510,2,Finance Manager,3,No,2,4.5,3,Hybrid,1.5
24,64055,Yes,News & Content,511,2,Editor,4,Yes,3,1.0,4,Remote,0.9
34,107265,No,News & Content,512,3,Photojournalist,4,Yes,3,3.2,2,Hybrid,3.2
51,90037,No,News & Content,513,2,News Director,3,No,2,6.5,4,On-site,5.1
43,78026,Yes,News & Content,514,4,News Director,3,Yes,3,2.1,1,On-site,1.8
47,44974,Yes,News & Content,515,3,News Director,3,Yes,2,8.9,2,Hybrid,1.3
31,62853,No,News & Content,516,4,Producer,3,Yes,2,9.1,2,Hybrid,4.7
44,34000,Yes,News & Content,517,4,News Director,4,No,3,5.1,3,On-site,5.1
25,124286,Yes,News & Content,518,2,News Director,4,No,3,0.4,2,Hybrid,0.4
33,95569,No,News & Content,519,2,Producer,3,No,3,2.5,1,On-site,0.6
45,56680,No,News & Content,520,3,Editor,3,No,3,5.5,3,Hybrid,1.1
31,50124,No,Sales,521,2,Sales Manager,2,No,2,7.4,3,On-site,0.6
54,49877,Yes,Engineering,522,4,IT Support,1,Yes,3,8.8,3,On-site,0.0
50,66466,No,News & Content,523,3,Photojournalist,3,No,3,1.4,3,On-site,1.1
44,67590,No,Human Resources,524,2,HR Generalist,4,No,4,7.1,3,Hybrid,1.4
58,78455,Yes,News & Content,525,3,Reporter,1,No,3,6.8,1,On-site,0.4
27,77443,No,Sales,526,2,Sales Manager,1,No,2,7.0,3,Hybrid,0.8
40,86050,No,News & Content,527,3,Reporter,3,Yes,4,0.6,4,On-site,0.6
44,85838,No,Sales,528,2,Sales Manager,4,No,3,4.9,2,On-site,0.4
31,81570,No,News & Content,529,4,Reporter,3,Yes,2,6.7,3,Hybrid,3.2
31,90799,No,Finance,530,3,Accountant,3,No,4,3.4,1,Hybrid,2.2
34,87200,No,Sales,531,3,Sales Coordinator,3,No,3,7.8,2,Hybrid,2.9
48,47476,No,Sales,532,4,Sales Coordinator,3,No,3,2.8,3,Remote,0.2
33,49684,No,Engineering,533,3,Systems Engineer,3,Yes,4,3.0,2,On-site,0.6
45,82072,No,Engineering,534,4,IT Support,4,Yes,3,3.5,3,Remote,1.6
53,61832,No,Sales,535,4,Sales Coordinator,4,Yes,3,2.5,4,On-site,2.5
35,89616,No,Finance,536,4,Financial Analyst,4,No,2,0.6,2,On-site,0.6
35,95682,No,Sales,537,2,Account Executive,4,No,2,0.7,4,Hybrid,0.7
43,83048,No,Sales,538,4,Sales Coordinator,4,No,3,8.9,2,On-site,0.9
21,61642,No,Sales,539,1,Account Executive,3,Yes,3,1.0,4,Hybrid,0.5
26,49357,Yes,Finance,540,4,Accountant,4,Yes,4,0.7,3,Hybrid,0.2
21,82268,Yes,Engineering,541,4,Broadcast Engineer,4,Yes,3,1.0,1,Remote,1.0
25,34000,Yes,News & Content,542,3,Reporter,3,Yes,3,5.0,1,On-site,2.8
21,79210,No,Sales,543,4,Sales Manager,1,No,4,1.0,1,On-site,1.0
64,94775,No,Human Resources,544,1,HR Manager,2,No,2,7.6,3,On-site,0.5
50,72994,No,Finance,545,2,Finance Manager,3,No,3,1.9,2,Hybrid,1.9
32,82607,No,Sales,546,3,Sales Manager,3,No,3,1.0,4,Hybrid,1.0
49,112374,No,Sales,547,2,Sales Coordinator,3,No,3,0.5,1,On-site,0.5
35,34000,No,Finance,548,1,Finance Manager,4,No,3,3.9,3,Hybrid,0.2
41,90648,No,News & Content,549,3,Photojournalist,1,No,3,1.3,3,Hybrid,1.0
56,102405,No,News & Content,550,2,News Director,4,Yes,3,3.3,2,On-site,2.1
21,57494,No,News & Content,551,3,News Director,2,No,3,0.5,3,On-site,0.5
31,64478,No,Sales,552,4,Account Executive,4,No,3,10.9,4,Hybrid,3.1
21,59478,No,Sales,553,4,Sales Manager,4,No,3,1.0,3,Hybrid,0.6
35,84626,Yes,News & Content,554,2,Producer,3,Yes,3,2.2,4,On-site,2.2
39,40485,Yes,News & Content,555,1,Reporter,1,Yes,3,0.1,4,Remote,0.1
45,74453,No,Sales,556,4,Sales Manager,4,No,3,1.1,3,Hybrid,1.1
21,47899,No,Sales,557,4,Account Executive,4,Yes,3,1.0,4,Hybrid,0.3
30,97402,No,Engineering,558,4,IT Support,4,No,4,1.8,4,On-site,0.7
35,60694,No,Sales,559,4,Account Executive,4,No,3,3.1,4,On-site,1.1
31,34000,No,Finance,560,3,Accountant,4,No,4,11.0,2,Hybrid,1.5
38,34000,No,Sales,561,4,Account Executive,4,Yes,3,3.4,3,Remote,2.8
21,34000,No,Sales,562,3,Sales Manager,4,No,3,1.0,3,Hybrid,1.0
29,121339,No,Human Resources,563,1,HR Manager,3,No,4,5.9,2,On-site,2.8
25,84200,No,Sales,564,4,Account Executive,4,No,4,1.7,3,Hybrid,1.7
49,48561,No,Sales,565,4,Account Executive,3,Yes,3,16.0,3,Hybrid,2.6
47,72962,No,Finance,566,4,Finance Manager,4,No,3,3.9,4,Hybrid,0.2
30,34000,Yes,Engineering,567,3,Broadcast Engineer,2,Yes,3,1.4,3,On-site,0.8
45,50855,No,Human Resources,568,4,HR Manager,4,No,3,0.5,4,On-site,0.5
34,95923,No,Human Resources,569,4,HR Manager,3,No,3,6.6,3,Remote,1.9
45,93326,Yes,News & Content,570,2,Editor,2,Yes,3,0.4,4,Hybrid,0.4
50,68283,No,Finance,571,4,Financial Analyst,2,Yes,3,10.3,1,Hybrid,1.8
37,63309,No,Sales,572,4,Account Executive,1,No,4,2.1,2,Hybrid,1.2
45,75269,No,Finance,573,4,Accountant,3,No,4,0.3,3,On-site,0.3
34,55540,Yes,News & Content,574,2,Reporter,3,No,3,1.1,4,On-site,1.1
51,65660,No,Human Resources,575,3,HR Manager,3,No,3,9.9,3,On-site,2.0
30,34000,No,Finance,576,1,Financial Analyst,3,No,3,4.8,3,On-site,2.7
48,56006,No,News & Content,577,3,Reporter,3,No,4,10.2,1,Hybrid,0.0
35,90388,No,Sales,578,2,Account Executive,2,No,3,2.2,4,Hybrid,0.5
30,62351,No,News & Content,579,4,Reporter,4,Yes,2,0.5,2,On-site,0.5
34,56022,No,News & Content,580,4,News Director,3,No,4,4.4,3,Remote,1.8
23,34000,No,Sales,581,1,Account Executive,4,No,4,0.6,3,Hybrid,0.5
29,108837,No,Sales,582,4,Account Executive,3,Yes,3,0.3,3,Hybrid,0.0
21,67815,Yes,Engineering,583,2,IT Support,2,Yes,2,1.0,2,Hybrid,0.5
27,74470,No,News & Content,584,3,Reporter,3,No,2,7.0,3,Hybrid,0.1
35,151821,No,News & Content,585,4,News Director,3,No,3,5.9,3,On-site,3.8
56,86581,No,Engineering,586,2,Systems Engineer,3,No,4,3.0,2,On-site,0.1
50,96515,No,Engineering,587,3,IT Support,4,No,3,2.5,4,On-site,1.4
37,90450,No,Sales,588,4,Sales Coordinator,4,No,3,12.7,2,On-site,3.2
34,49351,No,Sales,589,1,Sales Coordinator,4,No,3,14.0,3,Remote,0.5
49,55189,No,News & Content,590,3,Editor,4,No,2,0.3,3,Remote,0.3
46,116997,Yes,News & Content,591,1,News Director,2,Yes,4,12.4,2,On-site,0.1
37,90627,No,Sales,592,3,Sales Manager,2,No,3,1.0,4,Hybrid,1.0
28,40247,Yes,News & Content,593,2,Photojournalist,2,No,3,0.6,3,Hybrid,0.2
47,60544,No,Human Resources,594,4,HR Generalist,4,No,3,0.4,3,Hybrid,0.4
31,50295,No,Sales,595,3,Account Executive,3,Yes,3,1.8,4,Hybrid,0.0
31,68792,Yes,News & Content,596,4,Producer,2,No,3,0.5,3,On-site,0.5
45,89299,No,Human Resources,597,4,HR Manager,3,Yes,4,1.4,3,Hybrid,1.4
50,130534,No,Sales,598,4,Account Executive,2,No,3,2.9,2,On-site,0.0
32,61773,Yes,News & Content,599,2,Reporter,1,No,3,5.7,2,Remote,2.9
42,103329,No,Engineering,600,4,Systems Engineer,4,No,3,0.5,1,Hybrid,0.5
43,64815,No,Finance,601,1,Finance Manager,4,No,3,2.4,2,Remote,2.4
34,44829,Yes,News & Content,602,4,Reporter,2,Yes,3,3.1,2,Hybrid,1.7
37,68811,Yes,Sales,603,4,Account Executive,2,No,3,0.5,1,Hybrid,0.5
41,34000,Yes,News & Content,604,4,Photojournalist,1,No,2,14.9,3,On-site,6.6
24,53030,No,Finance,605,4,Finance Manager,2,No,4,4.0,2,On-site,1.5
56,34000,No,News & Content,606,1,Producer,3,No,3,2.5,3,Hybrid,0.5
34,63827,Yes,News & Content,607,2,News Director,4,Yes,4,0.3,1,Hybrid,0.3
27,52210,Yes,News & Content,608,3,News Director,2,No,3,0.7,4,Hybrid,0.7
36,88774,Yes,Sales,609,2,Account Executive,2,No,3,4.9,1,Hybrid,0.4
34,80660,Yes,News & Content,610,2,News Director,4,No,3,0.5,2,Remote,0.4
23,75397,No,Engineering,611,3,IT Support,4,No,3,2.7,1,Hybrid,2.7
30,106363,No,News & Content,612,3,Reporter,2,No,4,2.4,4,On-site,2.4
35,66475,No,News & Content,613,3,Producer,2,No,3,1.8,3,Hybrid,0.1
62,40762,No,Engineering,614,3,Systems Engineer,4,Yes,3,7.6,2,On-site,0.3
34,94597,No,Sales,615,3,Sales Coordinator,4,Yes,4,4.0,1,Hybrid,1.6
42,71516,No,News & Content,616,2,Reporter,3,No,4,1.0,2,Hybrid,1.0
21,67030,No,Engineering,617,3,IT Support,3,No,4,0.1,2,Hybrid,0.1
30,90050,No,Sales,618,3,Sales Manager,4,Yes,3,5.6,4,On-site,0.4
44,70340,No,News & Content,619,4,Photojournalist,3,No,3,3.0,4,Remote,0.4
43,86570,No,Sales,620,3,Sales Coordinator,4,No,4,0.5,4,Hybrid,0.5
35,78861,No,News & Content,621,3,Producer,3,No,3,1.2,4,On-site,1.2
26,40045,No,News & Content,622,3,Reporter,2,No,3,3.9,3,Hybrid,0.4
29,77258,No,Sales,623,4,Sales Manager,1,No,3,4.2,3,On-site,2.7
37,79485,No,News & Content,624,1,Reporter,3,No,4,2.0,1,Hybrid,0.9
53,83498,Yes,Engineering,625,2,Systems Engineer,3,Yes,3,0.7,2,On-site,0.3
34,60880,No,News & Content,626,3,Producer,3,Yes,3,8.9,2,On-site,2.3
44,102375,Yes,News & Content,627,3,Producer,4,Yes,3,0.5,4,Remote,0.5
37,84356,No,Finance,628,2,Financial Analyst,1,No,2,3.4,3,On-site,0.2
33,78910,No,Sales,629,4,Sales Coordinator,3,Yes,4,4.7,1,Hybrid,4.7
39,63172,No,News & Content,630,4,Reporter,3,No,3,0.9,2,On-site,0.9
59,101689,No,News & Content,631,3,News Director,3,Yes,4,11.8,4,Remote,1.0
